source_id,Energy,Lz,Lperp
6322192448123949312,-183107.0,203.0,129.0
5945096896527332992,-183018.0,342.0,940.0
6657500579286239744,-183014.0,-930.0,487.0
1170168104698440448,-182991.0,-176.0,263.0
5987201938423051264,-182860.0,339.0,650.0
6748068176699493376,-182856.0,344.0,755.0
6700098580320909440,-182818.0,189.0,116.0
3479989971616235520,-182779.0,-51.0,394.0
5774997190660710272,-182730.0,-898.0,257.0
4331738576902802944,-182706.0,394.0,495.0
6856216243486204288,-182702.0,346.0,138.0
1300058807768424320,-182568.0,-73.0,302.0
6183829286409316480,-182494.0,251.0,156.0
2026415499283613056,-182336.0,-263.0,159.0
6193858997117948800,-182310.0,-477.0,464.0
4321260540345784192,-182297.0,2.0,794.0
2674557262857293568,-182088.0,-222.0,571.0
6535970906228369024,-182075.0,-27.0,465.0
4217011857173256320,-182006.0,565.0,521.0
1166374377266424704,-181987.0,-418.0,289.0
6883898613375433344,-181972.0,144.0,168.0
6698740923979735424,-181939.0,-707.0,753.0
6341588554793251968,-181733.0,-284.0,667.0
4120138040876780928,-181721.0,597.0,753.0
6459436891116945536,-181663.0,350.0,404.0
1167409941124817664,-181504.0,-770.0,197.0
6809629695295367040,-181502.0,-174.0,304.0
2022835523801236864,-181495.0,-547.0,478.0
5810405553887250432,-181490.0,147.0,852.0
6326394781565000320,-181475.0,-389.0,223.0
6103313802257507712,-181381.0,89.0,1086.0
5902142378870730880,-181293.0,-774.0,732.0
4121858707855379072,-181220.0,562.0,414.0
4116060918655580800,-181170.0,-459.0,459.0
6349026922753197312,-181144.0,384.0,865.0
3535960301790560896,-181131.0,93.0,48.0
6215236561183377024,-181044.0,-313.0,125.0
6009271026558596224,-181003.0,546.0,662.0
6345324587928571648,-180960.0,-439.0,218.0
5911972631268753792,-180826.0,264.0,810.0
4395989157350444416,-180637.0,-454.0,239.0
1738151961654752384,-180566.0,200.0,795.0
6026929664424356096,-180545.0,487.0,252.0
4044996321072264960,-180373.0,-910.0,282.0
6362479756756871168,-180318.0,-702.0,728.0
6434092082949062144,-180244.0,398.0,205.0
6653158053812911616,-180152.0,565.0,348.0
6503665051285934208,-180145.0,31.0,215.0
2052128918706818944,-180086.0,-600.0,526.0
4702887900907901184,-180005.0,2.0,156.0
6175009515231023104,-179997.0,122.0,263.0
6792335923581803264,-179941.0,401.0,122.0
5797234607187143808,-179938.0,168.0,964.0
6296591831699237120,-179842.0,-148.0,593.0
6664741962864789248,-179837.0,-48.0,80.0
4385437041176661504,-179803.0,530.0,409.0
5903240653536710528,-179658.0,571.0,326.0
3820770647022977920,-179630.0,-241.0,138.0
1196737700107586176,-179584.0,-533.0,361.0
4525403840604103296,-179561.0,205.0,949.0
4740914029517951616,-179504.0,-205.0,113.0
6003846001821450752,-179499.0,413.0,759.0
6095750227414522752,-179449.0,-91.0,863.0
5202082603874625664,-179427.0,-372.0,326.0
6634467185073153024,-179420.0,-730.0,493.0
4205470421092222336,-179326.0,498.0,93.0
6779897526492858368,-179140.0,-55.0,934.0
4429908094634168448,-179064.0,-207.0,763.0
6045280135437770496,-179059.0,671.0,619.0
6240056043314533760,-179056.0,-436.0,987.0
6201061897794089216,-179010.0,-46.0,142.0
4689507497232922624,-178989.0,-162.0,146.0
6367132438992294528,-178924.0,-236.0,496.0
4475456360246369792,-178865.0,569.0,1050.0
6878446822412705536,-178846.0,-855.0,718.0
6625215584995450624,-178836.0,-382.0,867.0
4129607172459650560,-178833.0,-28.0,155.0
6768606985186995200,-178830.0,22.0,140.0
3797319369672686592,-178783.0,-159.0,331.0
6849494276070215808,-178689.0,431.0,404.0
4075130017754728960,-178614.0,634.0,511.0
4487364105534330112,-178545.0,-955.0,111.0
5832600055130773120,-178508.0,352.0,523.0
5773390391856998656,-178482.0,-203.0,785.0
4455195212805698048,-178280.0,228.0,132.0
4498631522743726848,-178244.0,118.0,1055.0
6580193985453139200,-178170.0,428.0,848.0
1775756844167043072,-178159.0,291.0,716.0
6692125884070450176,-178143.0,-591.0,551.0
6803297294298848768,-177964.0,-482.0,676.0
6390735831200846208,-177770.0,57.0,978.0
1561928427003019520,-177676.0,-389.0,220.0
4491091037636236032,-177597.0,215.0,1163.0
6637515993378615168,-177557.0,437.0,518.0
4692528057537147136,-177533.0,-727.0,580.0
4298086477364586368,-177482.0,-193.0,694.0
6770663896568788480,-177456.0,486.0,637.0
3662722168426336256,-177330.0,-458.0,306.0
6632951199056223104,-177321.0,547.0,167.0
6654400708112478976,-177312.0,82.0,518.0
4520496685863717248,-177282.0,-264.0,177.0
6250440071644409856,-177217.0,157.0,1127.0
2615991776003475968,-177217.0,361.0,747.0
3684857953129459712,-177065.0,-165.0,241.0
5822452937174986624,-177061.0,725.0,149.0
1363304228426044288,-176900.0,-214.0,520.0
6216766909568010880,-176870.0,540.0,247.0
4434585004780108032,-176867.0,411.0,515.0
3465394126556301056,-176840.0,-239.0,813.0
4549378313688067712,-176766.0,-272.0,494.0
1244692831030704128,-176742.0,-179.0,279.0
6641423000570366336,-176558.0,441.0,536.0
5889464288272714240,-176432.0,14.0,1008.0
2619154692999515136,-176398.0,197.0,592.0
1290012982341200384,-176386.0,-428.0,528.0
6648425141590751360,-176317.0,-38.0,1176.0
6234952522654691200,-176125.0,255.0,147.0
5996628154681432192,-176124.0,639.0,77.0
6299235710487601024,-176123.0,494.0,143.0
6325778299139186816,-176019.0,-31.0,999.0
6752662348596497408,-176004.0,671.0,185.0
4137503800563739136,-175951.0,258.0,781.0
6367478755094103808,-175912.0,406.0,272.0
5216300040838405120,-175884.0,293.0,670.0
4078067775399255552,-175754.0,-578.0,1136.0
1533880980593444352,-175645.0,140.0,284.0
1730848150725100160,-175603.0,143.0,476.0
6118808532434076032,-175599.0,-399.0,1185.0
6163494948428593280,-175594.0,-142.0,1110.0
2309225008197193856,-175574.0,-596.0,332.0
6851145536377510784,-175572.0,-1188.0,402.0
1305395081294598272,-175568.0,-111.0,452.0
535903105548185600,-175539.0,-308.0,486.0
5281881584407284352,-175426.0,-459.0,276.0
6114559641544088704,-175343.0,374.0,330.0
6346644762092400384,-175308.0,-228.0,1045.0
6107352171029190144,-175288.0,591.0,123.0
1182530047072869632,-175288.0,-783.0,719.0
3568256119394362880,-175221.0,-527.0,691.0
6632723119111808128,-175117.0,-91.0,931.0
3765574712337027456,-175100.0,-330.0,855.0
3630893024789153792,-175047.0,272.0,935.0
6045839065300817280,-175034.0,534.0,186.0
5565884613228024192,-174925.0,-390.0,489.0
3612547574496368128,-174912.0,-103.0,1095.0
5058466250480476288,-174899.0,-39.0,61.0
3587948407007581056,-174840.0,307.0,548.0
6901120573241478272,-174802.0,-1042.0,597.0
1352936692768925184,-174768.0,137.0,62.0
6754380679112699008,-174731.0,-91.0,332.0
6662343412609795200,-174713.0,708.0,427.0
4572523377048544768,-174693.0,392.0,404.0
1752801171685912448,-174658.0,-1212.0,216.0
4851823519758846208,-174630.0,10.0,101.0
5696434679682159872,-174630.0,-761.0,526.0
5252517889464020608,-174594.0,-48.0,536.0
4532532696048627712,-174568.0,441.0,1120.0
2725690802725474560,-174565.0,-483.0,670.0
4561274960781386112,-174557.0,-187.0,477.0
1188579422609870848,-174556.0,-259.0,836.0
6728168111453401600,-174522.0,647.0,771.0
4923215840542944768,-174521.0,62.0,374.0
3647966829756640384,-174502.0,-442.0,1022.0
6635643044039211008,-174480.0,-416.0,951.0
1842509530824560128,-174370.0,565.0,148.0
4536731559150086656,-174369.0,553.0,640.0
6817857748827529344,-174329.0,-307.0,1021.0
1257428955251308032,-174211.0,177.0,83.0
5200858228958800768,-174151.0,-278.0,995.0
2752696771104684672,-174135.0,368.0,602.0
5045760843864182528,-174096.0,-123.0,265.0
6309117158925879296,-174091.0,287.0,220.0
4177067080771806848,-174085.0,517.0,1017.0
1199461602726170496,-174051.0,493.0,727.0
6879779121267340672,-174036.0,636.0,1113.0
4301938238397949952,-174024.0,558.0,493.0
5216364916321777536,-174006.0,300.0,739.0
6291100458313440384,-173959.0,474.0,805.0
3698094904897487488,-173830.0,193.0,108.0
4788620567737382144,-173823.0,-413.0,294.0
2085467073328798592,-173822.0,-468.0,330.0
2371321782802181888,-173761.0,-78.0,721.0
4484858348599494912,-173760.0,80.0,670.0
4516482953033282688,-173750.0,-519.0,571.0
4526136007967383936,-173724.0,461.0,1029.0
3912789462346376576,-173724.0,5.0,664.0
6437171677579501824,-173678.0,538.0,254.0
2685653529909699456,-173610.0,-129.0,85.0
6264764818371725568,-173601.0,705.0,232.0
6119430336318449920,-173557.0,639.0,531.0
3529882991785403904,-173449.0,190.0,956.0
4475824417466204672,-173442.0,-609.0,1200.0
4397137081845673216,-173390.0,-33.0,479.0
6204237699694589568,-173309.0,744.0,1047.0
3965612234327712128,-173289.0,-292.0,249.0
3694931747383350272,-173272.0,-69.0,316.0
6096455220523450112,-173270.0,489.0,1227.0
6275927227913737088,-173161.0,572.0,1046.0
6570158089992425984,-173137.0,-1095.0,521.0
6045631944800867712,-173037.0,606.0,596.0
3487532896260588800,-173027.0,334.0,445.0
1384578163514741760,-173010.0,528.0,613.0
2344122716989296640,-173005.0,-574.0,424.0
6070312991544942336,-172999.0,356.0,1293.0
4022618712476736896,-172979.0,125.0,171.0
4101232183276780032,-172945.0,510.0,211.0
6353007051766744576,-172886.0,-455.0,635.0
4705269305654137728,-172862.0,-366.0,146.0
2722701475423314816,-172771.0,-642.0,620.0
4994186910932696320,-172752.0,-451.0,280.0
4183800180743175936,-172710.0,738.0,981.0
391221050508652544,-172628.0,190.0,13.0
3924834680948056576,-172622.0,204.0,823.0
2869411785820130304,-172570.0,372.0,299.0
6572639687736634880,-172566.0,190.0,347.0
5901010289876294272,-172565.0,653.0,592.0
6892952232636777856,-172463.0,113.0,147.0
4928754149331666048,-172370.0,-214.0,550.0
4352193444549877888,-172348.0,-755.0,838.0
6679069355287484160,-172232.0,-136.0,522.0
766938634870850432,-172192.0,-313.0,482.0
2041767086760755968,-172165.0,-530.0,550.0
4232845580521971712,-172140.0,535.0,178.0
3710185134756563584,-172093.0,-628.0,334.0
2633680272394710528,-172041.0,-2.0,772.0
4217228804558311680,-172027.0,-443.0,1300.0
4433779956109909760,-171877.0,-824.0,325.0
6544581040051063040,-171874.0,289.0,318.0
6279540429282215296,-171863.0,-52.0,1237.0
2236520523368777216,-171862.0,215.0,720.0
5459760747346789888,-171781.0,374.0,58.0
5911632538580745216,-171755.0,-352.0,662.0
3850016041413970688,-171676.0,-274.0,372.0
5951695336375324288,-171648.0,736.0,1014.0
3490165092737326592,-171575.0,214.0,707.0
3678589259382451072,-171536.0,-22.0,131.0
4535014087630645888,-171532.0,205.0,453.0
1035908595257383424,-171430.0,113.0,260.0
4327008580960333568,-171407.0,389.0,280.0
5906357081787650432,-171342.0,97.0,667.0
5288999479086874112,-171314.0,-40.0,513.0
4501481182001214464,-171292.0,-250.0,223.0
6472248331884597632,-171291.0,-291.0,989.0
5480288079680132992,-171271.0,-319.0,329.0
1492230556717187456,-171189.0,512.0,96.0
5743059538967112576,-171171.0,-522.0,553.0
4890062816186045568,-171134.0,41.0,37.0
1999929879057673344,-171133.0,312.0,632.0
6211072435768701568,-171122.0,-641.0,400.0
4471882393403103232,-171045.0,-384.0,115.0
1747198026068823424,-171003.0,584.0,161.0
794754221766947200,-170954.0,158.0,268.0
4442905627742908160,-170949.0,-237.0,318.0
2556184940522377216,-170915.0,162.0,98.0
4123151600502526080,-170885.0,-25.0,762.0
1978708686175347968,-170878.0,-226.0,953.0
2811029264572263424,-170865.0,10.0,774.0
5476969341272330112,-170855.0,-182.0,353.0
1762430247844694016,-170847.0,-93.0,407.0
6083692742413239936,-170835.0,-257.0,412.0
4500096312745433856,-170798.0,-18.0,218.0
4545478483381558784,-170753.0,-355.0,958.0
4504601699102946560,-170733.0,596.0,571.0
6502155254319355264,-170617.0,135.0,120.0
2608819623000543744,-170555.0,267.0,677.0
1411345391840760320,-170541.0,308.0,424.0
2482454920579126400,-170476.0,-640.0,773.0
2421758717630493696,-170468.0,269.0,376.0
5318990857759773312,-170419.0,-374.0,962.0
6519995861275291008,-170394.0,-1079.0,490.0
4942949565999969536,-170343.0,137.0,679.0
2824041606731071104,-170293.0,-447.0,619.0
768364499589240064,-170235.0,164.0,246.0
317254635562605184,-170218.0,73.0,237.0
3112763803880677632,-170088.0,-282.0,316.0
3587566361077304704,-170069.0,6.0,392.0
5435312556547677312,-170061.0,-243.0,46.0
5508836692938099968,-170014.0,-138.0,87.0
6259255264383634176,-170002.0,-657.0,573.0
5926742027381177600,-169979.0,-37.0,278.0
2154323851572386816,-169907.0,-146.0,135.0
3855282873909738368,-169865.0,209.0,291.0
2368927321354296704,-169856.0,220.0,737.0
